date,stock_ticker,company_name,exchange,country,currency,region,sector,beta,market_cap_bn,quarterly_return_pct,world_gdp_growth,us_fed_rate,us_cpi,vix,usd_index,oil_price_usd,gold_price_usd,geopolitical_risk,global_trade_vol,em_currency_idx
2020-04-01,UNIT_NYS,UnitedHealth,NYSE,USA,USD,Americas,Materials,0.63,366.8,-3.486,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,UNIT_NYS,UnitedHealth,NYSE,USA,USD,Americas,Materials,0.63,366.8,-8.871,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,UNIT_NYS,UnitedHealth,NYSE,USA,USD,Americas,Materials,0.63,366.8,2.701,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,UNIT_NYS,UnitedHealth,NYSE,USA,USD,Americas,Materials,0.63,366.8,11.947,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,UNIT_NYS,UnitedHealth,NYSE,USA,USD,Americas,Materials,0.63,366.8,7.9,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,UNIT_NYS,UnitedHealth,NYSE,USA,USD,Americas,Materials,0.63,366.8,4.902,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,UNIT_NYS,UnitedHealth,NYSE,USA,USD,Americas,Materials,0.63,366.8,2.009,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,UNIT_NYS,UnitedHealth,NYSE,USA,USD,Americas,Materials,0.63,366.8,-0.709,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,UNIT_NYS,UnitedHealth,NYSE,USA,USD,Americas,Materials,0.63,366.8,-2.62,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,UNIT_NYS,UnitedHealth,NYSE,USA,USD,Americas,Materials,0.63,366.8,2.048,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,UNIT_NYS,UnitedHealth,NYSE,USA,USD,Americas,Materials,0.63,366.8,0.738,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,UNIT_NYS,UnitedHealth,NYSE,USA,USD,Americas,Materials,0.63,366.8,0.14,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,UNIT_NYS,UnitedHealth,NYSE,USA,USD,Americas,Materials,0.63,366.8,-2.613,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,UNIT_NYS,UnitedHealth,NYSE,USA,USD,Americas,Materials,0.63,366.8,-3.235,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,UNIT_NYS,UnitedHealth,NYSE,USA,USD,Americas,Materials,0.63,366.8,3.415,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,DISN_NYS,Disney,NYSE,USA,USD,Americas,Technology,1.62,90.7,10.441,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,DISN_NYS,Disney,NYSE,USA,USD,Americas,Technology,1.62,90.7,6.444,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,DISN_NYS,Disney,NYSE,USA,USD,Americas,Technology,1.62,90.7,12.443,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,DISN_NYS,Disney,NYSE,USA,USD,Americas,Technology,1.62,90.7,2.822,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,DISN_NYS,Disney,NYSE,USA,USD,Americas,Technology,1.62,90.7,1.423,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,DISN_NYS,Disney,NYSE,USA,USD,Americas,Technology,1.62,90.7,-5.858,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,DISN_NYS,Disney,NYSE,USA,USD,Americas,Technology,1.62,90.7,-5.76,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,DISN_NYS,Disney,NYSE,USA,USD,Americas,Technology,1.62,90.7,-7.921,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,DISN_NYS,Disney,NYSE,USA,USD,Americas,Technology,1.62,90.7,8.496,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,DISN_NYS,Disney,NYSE,USA,USD,Americas,Technology,1.62,90.7,5.606,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,DISN_NYS,Disney,NYSE,USA,USD,Americas,Technology,1.62,90.7,9.269,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,DISN_NYS,Disney,NYSE,USA,USD,Americas,Technology,1.62,90.7,10.2,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,DISN_NYS,Disney,NYSE,USA,USD,Americas,Technology,1.62,90.7,12.021,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,DISN_NYS,Disney,NYSE,USA,USD,Americas,Technology,1.62,90.7,7.264,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,DISN_NYS,Disney,NYSE,USA,USD,Americas,Technology,1.62,90.7,6.475,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,DISN_NYS,Disney,NYSE,USA,USD,Americas,Technology,1.62,90.7,4.643,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,DISN_NYS,Disney,NYSE,USA,USD,Americas,Technology,1.62,90.7,6.878,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,DISN_NYS,Disney,NYSE,USA,USD,Americas,Technology,1.62,90.7,4.012,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,DISN_NYS,Disney,NYSE,USA,USD,Americas,Technology,1.62,90.7,6.963,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,DISN_NYS,Disney,NYSE,USA,USD,Americas,Technology,1.62,90.7,0.365,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,APPL_NAS,Apple,NASDAQ,USA,USD,Americas,Finance,0.57,427.2,4.57,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,APPL_NAS,Apple,NASDAQ,USA,USD,Americas,Finance,0.57,427.2,3.866,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,APPL_NAS,Apple,NASDAQ,USA,USD,Americas,Finance,0.57,427.2,5.747,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,APPL_NAS,Apple,NASDAQ,USA,USD,Americas,Finance,0.57,427.2,-0.098,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,APPL_NAS,Apple,NASDAQ,USA,USD,Americas,Finance,0.57,427.2,6.054,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,APPL_NAS,Apple,NASDAQ,USA,USD,Americas,Finance,0.57,427.2,-6.924,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,APPL_NAS,Apple,NASDAQ,USA,USD,Americas,Finance,0.57,427.2,-1.707,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,APPL_NAS,Apple,NASDAQ,USA,USD,Americas,Finance,0.57,427.2,0.371,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,APPL_NAS,Apple,NASDAQ,USA,USD,Americas,Finance,0.57,427.2,10.245,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,APPL_NAS,Apple,NASDAQ,USA,USD,Americas,Finance,0.57,427.2,7.169,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,APPL_NAS,Apple,NASDAQ,USA,USD,Americas,Finance,0.57,427.2,0.31,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,APPL_NAS,Apple,NASDAQ,USA,USD,Americas,Finance,0.57,427.2,1.795,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,APPL_NAS,Apple,NASDAQ,USA,USD,Americas,Finance,0.57,427.2,1.539,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,APPL_NAS,Apple,NASDAQ,USA,USD,Americas,Finance,0.57,427.2,7.185,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,APPL_NAS,Apple,NASDAQ,USA,USD,Americas,Finance,0.57,427.2,-1.127,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,APPL_NAS,Apple,NASDAQ,USA,USD,Americas,Finance,0.57,427.2,3.297,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,APPL_NAS,Apple,NASDAQ,USA,USD,Americas,Finance,0.57,427.2,3.844,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,APPL_NAS,Apple,NASDAQ,USA,USD,Americas,Finance,0.57,427.2,4.407,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,APPL_NAS,Apple,NASDAQ,USA,USD,Americas,Finance,0.57,427.2,-8.417,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,APPL_NAS,Apple,NASDAQ,USA,USD,Americas,Finance,0.57,427.2,3.201,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,MICR_NAS,Microsoft,NASDAQ,USA,USD,Americas,Technology,1.72,234.6,20.092,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,MICR_NAS,Microsoft,NASDAQ,USA,USD,Americas,Technology,1.72,234.6,6.561,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,MICR_NAS,Microsoft,NASDAQ,USA,USD,Americas,Technology,1.72,234.6,8.934,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,MICR_NAS,Microsoft,NASDAQ,USA,USD,Americas,Technology,1.72,234.6,7.457,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,MICR_NAS,Microsoft,NASDAQ,USA,USD,Americas,Technology,1.72,234.6,2.042,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,MICR_NAS,Microsoft,NASDAQ,USA,USD,Americas,Technology,1.72,234.6,-3.27,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,MICR_NAS,Microsoft,NASDAQ,USA,USD,Americas,Technology,1.72,234.6,0.721,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,MICR_NAS,Microsoft,NASDAQ,USA,USD,Americas,Technology,1.72,234.6,-6.755,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,MICR_NAS,Microsoft,NASDAQ,USA,USD,Americas,Technology,1.72,234.6,9.876,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,MICR_NAS,Microsoft,NASDAQ,USA,USD,Americas,Technology,1.72,234.6,11.748,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,MICR_NAS,Microsoft,NASDAQ,USA,USD,Americas,Technology,1.72,234.6,11.818,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,MICR_NAS,Microsoft,NASDAQ,USA,USD,Americas,Technology,1.72,234.6,2.621,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,MICR_NAS,Microsoft,NASDAQ,USA,USD,Americas,Technology,1.72,234.6,-2.711,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,MICR_NAS,Microsoft,NASDAQ,USA,USD,Americas,Technology,1.72,234.6,-2.355,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,MICR_NAS,Microsoft,NASDAQ,USA,USD,Americas,Technology,1.72,234.6,3.272,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,MICR_NAS,Microsoft,NASDAQ,USA,USD,Americas,Technology,1.72,234.6,3.213,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,MICR_NAS,Microsoft,NASDAQ,USA,USD,Americas,Technology,1.72,234.6,4.18,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,MICR_NAS,Microsoft,NASDAQ,USA,USD,Americas,Technology,1.72,234.6,-0.248,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,MICR_NAS,Microsoft,NASDAQ,USA,USD,Americas,Technology,1.72,234.6,-2.029,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,MICR_NAS,Microsoft,NASDAQ,USA,USD,Americas,Technology,1.72,234.6,-5.149,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,AMAZ_NAS,Amazon,NASDAQ,USA,USD,Americas,Finance,0.67,446.0,3.405,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,AMAZ_NAS,Amazon,NASDAQ,USA,USD,Americas,Finance,0.67,446.0,1.217,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,AMAZ_NAS,Amazon,NASDAQ,USA,USD,Americas,Finance,0.67,446.0,2.863,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,AMAZ_NAS,Amazon,NASDAQ,USA,USD,Americas,Finance,0.67,446.0,5.984,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,AMAZ_NAS,Amazon,NASDAQ,USA,USD,Americas,Finance,0.67,446.0,-2.007,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,AMAZ_NAS,Amazon,NASDAQ,USA,USD,Americas,Finance,0.67,446.0,-0.619,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,AMAZ_NAS,Amazon,NASDAQ,USA,USD,Americas,Finance,0.67,446.0,1.755,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,AMAZ_NAS,Amazon,NASDAQ,USA,USD,Americas,Finance,0.67,446.0,-3.055,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,AMAZ_NAS,Amazon,NASDAQ,USA,USD,Americas,Finance,0.67,446.0,5.638,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,AMAZ_NAS,Amazon,NASDAQ,USA,USD,Americas,Finance,0.67,446.0,13.526,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,AMAZ_NAS,Amazon,NASDAQ,USA,USD,Americas,Finance,0.67,446.0,9.347,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,AMAZ_NAS,Amazon,NASDAQ,USA,USD,Americas,Finance,0.67,446.0,5.385,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,AMAZ_NAS,Amazon,NASDAQ,USA,USD,Americas,Finance,0.67,446.0,2.895,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,AMAZ_NAS,Amazon,NASDAQ,USA,USD,Americas,Finance,0.67,446.0,0.54,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,AMAZ_NAS,Amazon,NASDAQ,USA,USD,Americas,Finance,0.67,446.0,-0.656,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,AMAZ_NAS,Amazon,NASDAQ,USA,USD,Americas,Finance,0.67,446.0,2.519,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,AMAZ_NAS,Amazon,NASDAQ,USA,USD,Americas,Finance,0.67,446.0,2.53,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,AMAZ_NAS,Amazon,NASDAQ,USA,USD,Americas,Finance,0.67,446.0,0.115,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,AMAZ_NAS,Amazon,NASDAQ,USA,USD,Americas,Finance,0.67,446.0,-5.18,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,AMAZ_NAS,Amazon,NASDAQ,USA,USD,Americas,Finance,0.67,446.0,3.184,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,ALPH_NAS,Alphabet,NASDAQ,USA,USD,Americas,Finance,1.23,46.9,11.678,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,ALPH_NAS,Alphabet,NASDAQ,USA,USD,Americas,Finance,1.23,46.9,-0.583,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,ALPH_NAS,Alphabet,NASDAQ,USA,USD,Americas,Finance,1.23,46.9,-2.247,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,ALPH_NAS,Alphabet,NASDAQ,USA,USD,Americas,Finance,1.23,46.9,2.711,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,ALPH_NAS,Alphabet,NASDAQ,USA,USD,Americas,Finance,1.23,46.9,0.228,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,ALPH_NAS,Alphabet,NASDAQ,USA,USD,Americas,Finance,1.23,46.9,-10.472,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,ALPH_NAS,Alphabet,NASDAQ,USA,USD,Americas,Finance,1.23,46.9,-0.954,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,ALPH_NAS,Alphabet,NASDAQ,USA,USD,Americas,Finance,1.23,46.9,2.19,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,ALPH_NAS,Alphabet,NASDAQ,USA,USD,Americas,Finance,1.23,46.9,14.524,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,ALPH_NAS,Alphabet,NASDAQ,USA,USD,Americas,Finance,1.23,46.9,3.355,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,ALPH_NAS,Alphabet,NASDAQ,USA,USD,Americas,Finance,1.23,46.9,11.968,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,ALPH_NAS,Alphabet,NASDAQ,USA,USD,Americas,Finance,1.23,46.9,-0.617,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,ALPH_NAS,Alphabet,NASDAQ,USA,USD,Americas,Finance,1.23,46.9,5.201,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,ALPH_NAS,Alphabet,NASDAQ,USA,USD,Americas,Finance,1.23,46.9,6.491,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,ALPH_NAS,Alphabet,NASDAQ,USA,USD,Americas,Finance,1.23,46.9,7.646,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,ALPH_NAS,Alphabet,NASDAQ,USA,USD,Americas,Finance,1.23,46.9,6.444,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,ALPH_NAS,Alphabet,NASDAQ,USA,USD,Americas,Finance,1.23,46.9,4.624,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,ALPH_NAS,Alphabet,NASDAQ,USA,USD,Americas,Finance,1.23,46.9,-1.014,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,ALPH_NAS,Alphabet,NASDAQ,USA,USD,Americas,Finance,1.23,46.9,0.156,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,ALPH_NAS,Alphabet,NASDAQ,USA,USD,Americas,Finance,1.23,46.9,0.418,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,META_NAS,Meta,NASDAQ,USA,USD,Americas,Energy,1.71,488.3,9.818,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,META_NAS,Meta,NASDAQ,USA,USD,Americas,Energy,1.71,488.3,-1.005,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,META_NAS,Meta,NASDAQ,USA,USD,Americas,Energy,1.71,488.3,12.878,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,META_NAS,Meta,NASDAQ,USA,USD,Americas,Energy,1.71,488.3,7.212,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,META_NAS,Meta,NASDAQ,USA,USD,Americas,Energy,1.71,488.3,-1.65,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,META_NAS,Meta,NASDAQ,USA,USD,Americas,Energy,1.71,488.3,-4.43,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,META_NAS,Meta,NASDAQ,USA,USD,Americas,Energy,1.71,488.3,-2.689,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,META_NAS,Meta,NASDAQ,USA,USD,Americas,Energy,1.71,488.3,-8.704,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,META_NAS,Meta,NASDAQ,USA,USD,Americas,Energy,1.71,488.3,12.594,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,META_NAS,Meta,NASDAQ,USA,USD,Americas,Energy,1.71,488.3,7.06,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,META_NAS,Meta,NASDAQ,USA,USD,Americas,Energy,1.71,488.3,9.085,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,META_NAS,Meta,NASDAQ,USA,USD,Americas,Energy,1.71,488.3,6.112,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,META_NAS,Meta,NASDAQ,USA,USD,Americas,Energy,1.71,488.3,11.767,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,META_NAS,Meta,NASDAQ,USA,USD,Americas,Energy,1.71,488.3,-0.458,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,META_NAS,Meta,NASDAQ,USA,USD,Americas,Energy,1.71,488.3,4.796,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,META_NAS,Meta,NASDAQ,USA,USD,Americas,Energy,1.71,488.3,10.855,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,META_NAS,Meta,NASDAQ,USA,USD,Americas,Energy,1.71,488.3,-0.534,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,META_NAS,Meta,NASDAQ,USA,USD,Americas,Energy,1.71,488.3,3.651,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,META_NAS,Meta,NASDAQ,USA,USD,Americas,Energy,1.71,488.3,3.655,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,META_NAS,Meta,NASDAQ,USA,USD,Americas,Energy,1.71,488.3,0.165,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,TESL_NAS,Tesla,NASDAQ,USA,USD,Americas,Healthcare,0.53,205.2,2.811,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,TESL_NAS,Tesla,NASDAQ,USA,USD,Americas,Healthcare,0.53,205.2,4.613,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,TESL_NAS,Tesla,NASDAQ,USA,USD,Americas,Healthcare,0.53,205.2,3.545,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,TESL_NAS,Tesla,NASDAQ,USA,USD,Americas,Healthcare,0.53,205.2,-0.786,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,TESL_NAS,Tesla,NASDAQ,USA,USD,Americas,Healthcare,0.53,205.2,-4.879,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,TESL_NAS,Tesla,NASDAQ,USA,USD,Americas,Healthcare,0.53,205.2,-5.156,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,TESL_NAS,Tesla,NASDAQ,USA,USD,Americas,Healthcare,0.53,205.2,1.446,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,TESL_NAS,Tesla,NASDAQ,USA,USD,Americas,Healthcare,0.53,205.2,-1.999,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,TESL_NAS,Tesla,NASDAQ,USA,USD,Americas,Healthcare,0.53,205.2,12.997,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,TESL_NAS,Tesla,NASDAQ,USA,USD,Americas,Healthcare,0.53,205.2,5.498,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,TESL_NAS,Tesla,NASDAQ,USA,USD,Americas,Healthcare,0.53,205.2,2.959,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,TESL_NAS,Tesla,NASDAQ,USA,USD,Americas,Healthcare,0.53,205.2,8.277,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,TESL_NAS,Tesla,NASDAQ,USA,USD,Americas,Healthcare,0.53,205.2,2.9,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,TESL_NAS,Tesla,NASDAQ,USA,USD,Americas,Healthcare,0.53,205.2,0.99,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,TESL_NAS,Tesla,NASDAQ,USA,USD,Americas,Healthcare,0.53,205.2,-3.041,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,TESL_NAS,Tesla,NASDAQ,USA,USD,Americas,Healthcare,0.53,205.2,-1.807,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,TESL_NAS,Tesla,NASDAQ,USA,USD,Americas,Healthcare,0.53,205.2,0.796,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,TESL_NAS,Tesla,NASDAQ,USA,USD,Americas,Healthcare,0.53,205.2,-4.078,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,TESL_NAS,Tesla,NASDAQ,USA,USD,Americas,Healthcare,0.53,205.2,2.342,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,TESL_NAS,Tesla,NASDAQ,USA,USD,Americas,Healthcare,0.53,205.2,0.486,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,NVID_NAS,NVIDIA,NASDAQ,USA,USD,Americas,Healthcare,1.67,134.8,6.556,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,NVID_NAS,NVIDIA,NASDAQ,USA,USD,Americas,Healthcare,1.67,134.8,6.315,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,NVID_NAS,NVIDIA,NASDAQ,USA,USD,Americas,Healthcare,1.67,134.8,10.748,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,NVID_NAS,NVIDIA,NASDAQ,USA,USD,Americas,Healthcare,1.67,134.8,3.845,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,NVID_NAS,NVIDIA,NASDAQ,USA,USD,Americas,Healthcare,1.67,134.8,1.598,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,NVID_NAS,NVIDIA,NASDAQ,USA,USD,Americas,Healthcare,1.67,134.8,-18.673,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,NVID_NAS,NVIDIA,NASDAQ,USA,USD,Americas,Healthcare,1.67,134.8,-6.926,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,NVID_NAS,NVIDIA,NASDAQ,USA,USD,Americas,Healthcare,1.67,134.8,-4.41,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,NVID_NAS,NVIDIA,NASDAQ,USA,USD,Americas,Healthcare,1.67,134.8,16.548,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,NVID_NAS,NVIDIA,NASDAQ,USA,USD,Americas,Healthcare,1.67,134.8,12.3,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,NVID_NAS,NVIDIA,NASDAQ,USA,USD,Americas,Healthcare,1.67,134.8,6.783,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,NVID_NAS,NVIDIA,NASDAQ,USA,USD,Americas,Healthcare,1.67,134.8,10.846,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
